date;sku_id;customer_id;wrhs_name;qnt
20180219;49794;1435976;Головной склад;5
20180220;49794;1388208;Склад Новосибирск;3
20180227;49794;1401267;Склад Сургут;2
20180203;49794;94951;Головной склад;1
20180213;49794;94951;Головной склад;5
20180228;49794;1427349;Склад Астрахань;5
20180222;49794;1142316;Склад Екатеринбург;4
20180227;49794;1282038;Склад Ярославль;4
20180215;49794;1421906;Головной склад;1
20180213;49794;113730;Головной склад;1
20180216;49794;1435264;Головной склад;43
20180220;49794;118176;Головной склад;1
20180213;49794;85839;Головной склад;3
20180209;49794;81558;Головной склад;1
20180226;49794;1384957;Склад Новосибирск;4
20180208;49794;1412457;Склад Краснодар;4
20180216;49794;71432;Головной склад;1
20180215;49794;71432;Головной склад;2
20180216;49794;54992;Головной склад;4
20180213;49794;93277;Головной склад;3
20180220;49794;117481;Головной склад;4
20180228;49794;28890;Головной склад;3
20180215;49794;117480;Головной склад;5
20180216;49794;25637;Головной склад;4
20180216;49794;17226;Головной склад;2
20180215;49794;1343341;Склад Ставрополь;3
20180215;49794;1135375;Склад Калининград;5
20180207;49794;1135375;Склад Калининград;3
20180228;49794;1402089;Склад Новосибирск;2
20180228;49794;1356064;Склад Новосибирск;3
20180226;49794;1389147;Склад Санкт-Петербург;4
20180212;49794;126313;Головной склад;3
20180201;49794;107085;Головной склад;4
20180221;49794;107085;Головной склад;2
20180213;49794;103410;Головной склад;4
20180213;49794;1177907;Склад Екатеринбург;2
20180214;49794;61977;Головной склад;5
20180219;49794;58085;Головной склад;4
20180220;49794;76802;Головной склад;2
20180206;49794;1280478;Склад Новосибирск;3
20180218;49794;1439249;Склад Санкт-Петербург;4
20180213;49794;1439247;Склад Санкт-Петербург;2
20180215;49794;1439245;Склад Санкт-Петербург;5
20180201;49794;115554;Головной склад;5
20180214;49794;115554;Головной склад;3
20180228;49794;105627;Головной склад;2
20180215;49794;85636;Головной склад;3
20180216;49794;85636;Головной склад;1
20180226;49794;121459;Головной склад;2
20180220;49794;1386726;Склад Краснодар;2
20180202;49794;1437893;Головной склад;3
20180216;49794;1372151;Склад Санкт-Петербург;5
20180216;49794;84819;Головной склад;1
20180228;49794;72448;Головной склад;3
20180221;49794;115288;Головной склад;5
20180206;49794;115288;Головной склад;1
20180213;49794;87936;Головной склад;1
20180212;49794;30232;Головной склад;3
20180220;49794;116049;Головной склад;26
20180219;49794;1430758;Склад Новосибирск;1
20180212;49794;90389;Головной склад;30
20180215;49794;89374;Головной склад;4
20180216;49794;92134;Головной склад;4
20180214;49794;104475;Головной склад;1
20180212;49794;90043;Головной склад;1
20180213;49794;90044;Головной склад;3
20180212;49794;99349;Головной склад;49
20180213;49794;126494;Головной склад;3
20180213;49794;86594;Головной склад;1
20180219;49794;74054;Головной склад;1
20180213;49794;41753;Головной склад;15
20180213;49794;96284;Головной склад;2
20180211;49794;73848;Головной склад;4
20180212;49794;76984;Головной склад;2
20180213;49794;76984;Головной склад;4
20180221;49794;122148;Головной склад;2
20180213;49794;101963;Головной склад;2
20180213;49794;101962;Головной склад;2
20180212;49794;77659;Головной склад;3
20180213;49794;121110;Головной склад;45
20180214;49794;122157;Головной склад;2
20180213;49794;126237;Головной склад;1
20180213;49794;121913;Головной склад;3
20180214;49794;126236;Головной склад;2
20180228;49794;121914;Головной склад;3
20180228;49794;125792;Головной склад;2
20180213;49794;119018;Головной склад;3
20180213;49794;126232;Головной склад;5
20180213;49794;121100;Головной склад;1
20180213;49794;111117;Головной склад;3
20180211;49794;116737;Головной склад;4
20180228;49794;117936;Головной склад;4
20180213;49794;111123;Головной склад;4
20180216;49794;118471;Головной склад;3
20180212;49794;116138;Головной склад;5
20180211;49794;117652;Головной склад;3
20180216;49794;117652;Головной склад;1
20180228;49794;116358;Головной склад;4
20180228;49794;113929;Головной склад;2
20180212;49794;114559;Головной склад;2
20180213;49794;118474;Головной склад;1
20180201;49794;115821;Головной склад;1
20180212;49794;115086;Головной склад;3
20180214;49794;116176;Головной склад;3
20180213;49794;115084;Головной склад;5
20180214;49794;118470;Головной склад;5
20180213;49794;82613;Головной склад;5
20180205;49794;1433200;Склад Санкт-Петербург;2
20180216;49794;116203;Головной склад;4
20180219;49794;101815;Головной склад;3
20180219;49794;106660;Головной склад;5
20180212;49794;106666;Головной склад;1
20180220;49794;102830;Головной склад;5
20180219;49794;100324;Головной склад;2
20180212;49794;100333;Головной склад;3
20180227;49794;1406894;Склад Санкт-Петербург;3
20180228;49794;1409915;Склад Санкт-Петербург;25
20180216;49794;1402546;Склад Санкт-Петербург;5
20180221;49794;1415024;Склад Санкт-Петербург;4
20180221;49794;1139770;Склад Калининград;33
20180221;49794;85772;Головной склад;1
20180217;49794;1348132;Склад Якутск;2
20180207;49794;113644;Головной склад;3
20180213;49794;1436465;Головной склад;34
20180227;49794;1436465;Головной склад;25
20180222;49794;57992;Головной склад;2
20180227;49794;1367042;Склад Новосибирск;4
20180221;49794;1419850;Склад Новосибирск;1
20180220;49794;1361489;Склад Екатеринбург;3
20180222;49794;1361491;Склад Екатеринбург;2
20180222;49794;98290;Головной склад;3
20180219;49794;75296;Головной склад;4
20180213;49794;121605;Головной склад;2
20180215;49794;1242513;Склад Мурманск;44
20180223;49794;1422965;Головной склад;4
20180219;49794;84974;Головной склад;33
20180210;49794;83444;Головной склад;3
20180219;49794;83444;Головной склад;4
20180217;49794;1348689;Склад Владивосток;4
20180216;49794;1367113;Склад Екатеринбург;4
20180212;49794;76862;Головной склад;3
20180215;49794;117754;Головной склад;1
20180213;49794;1437021;Головной склад;1
20180215;49794;1437021;Головной склад;4
20180213;49794;1437020;Головной склад;2
20180220;49794;1437020;Головной склад;1
20180213;49794;1437022;Головной склад;2
20180219;49794;1437022;Головной склад;5
20180219;49794;1437025;Головной склад;1
20180216;49794;1437025;Головной склад;1
20180210;49794;125202;Головной склад;3
20180216;49794;125202;Головной склад;2
20180221;49794;125202;Головной склад;2
20180223;49794;125202;Головной склад;1
20180216;49794;1425238;Склад Краснодар;2
20180219;49794;1430653;Склад Краснодар;1
20180216;49794;1336582;Склад Краснодар;49
20180206;49794;1299844;Склад Хабаровск;4
20180221;49794;1299844;Склад Хабаровск;1
20180213;49794;1417142;Головной склад;3
20180221;49794;1178368;Склад Екатеринбург;3
20180221;49794;1178369;Склад Екатеринбург;1
20180220;49794;1403255;Склад Хабаровск;3
20180213;49794;1416378;Склад Хабаровск;1
20180221;49794;1428564;Склад Хабаровск;3
20180213;49794;1439168;Головной склад;5
20180215;49794;1439169;Головной склад;1
20180213;49794;1347745;Склад Екатеринбург;5
20180220;49794;1407225;Склад Самара;5
20180215;49794;1392698;Склад Иркутск;3
20180215;49794;1424116;Склад Иркутск;5
20180222;49794;1420423;Склад Курск;4
20180216;49794;1273694;Склад Курск;1
20180219;49794;1273694;Склад Курск;3
20180226;49794;1425510;Склад Екатеринбург;5
20180210;49794;113902;Головной склад;3
20180210;49794;121401;Головной склад;5
20180210;49794;101550;Головной склад;3
20180219;49794;1367334;Склад Екатеринбург;2
20180212;49794;1273687;Склад Курск;5
20180216;49794;102785;Головной склад;31
20180213;49794;1272450;Склад Курск;4
20180215;49794;1269915;Склад Курск;3
20180216;49794;1269915;Склад Курск;2
20180219;49794;1391949;Склад Новосибирск;5
20180215;49794;1213949;Склад Самара;4
20180214;49794;87051;Головной склад;5
20180201;49794;114788;Головной склад;1
20180227;49794;1298018;Склад Новосибирск;2
20180201;49794;84774;Головной склад;39
20180213;49794;124962;Головной склад;5
20180220;49794;2503;Склад Красноярск;4
20180206;49794;1421950;Головной склад;5
20180221;49794;1421950;Головной склад;3
20180221;49794;1421948;Головной склад;3
20180226;49794;1421948;Головной склад;43
20180222;49794;1415902;Склад Новосибирск;38
20180225;49794;97090;Головной склад;3
20180213;49794;97090;Головной склад;14
20180201;49794;33586;Головной склад;2
20180224;49794;97245;Головной склад;5
20180201;49794;97246;Головной склад;5
20180226;49794;1385551;Склад Краснодар;2
20180226;49794;1385548;Склад Краснодар;4
20180220;49794;5233;Головной склад;5
20180221;49794;1382621;Склад Новосибирск;4
20180205;49794;72603;Головной склад;4
20180201;49794;115499;Головной склад;41
20180215;49794;1438987;Головной склад;3
20180212;49794;1429300;Головной склад;1
20180213;49794;101319;Головной склад;3
20180213;49794;42166;Головной склад;2
20180216;49794;1402183;Склад Владивосток;1
20180222;49794;1371651;Склад Новосибирск;3
20180214;49794;1398594;Склад Самара;1
20180227;49794;1398593;Склад Самара;1
20180214;49794;1280572;Склад Екатеринбург;1
20180219;49794;1278254;Склад Санкт-Петербург;2
20180215;49794;1359056;Склад Хабаровск;3
20180215;49794;1359056;Склад Хабаровск;1
20180227;49794;1266734;Склад Красноярск;2
20180214;49794;118297;Головной склад;3
20180216;49794;118297;Головной склад;2
20180222;49794;118297;Головной склад;4
20180215;49794;120929;Головной склад;1
20180228;49794;120234;Головной склад;4
20180213;49794;120714;Головной склад;3
20180215;49794;120714;Головной склад;5
20180213;49794;118557;Головной склад;4
20180214;49794;258;Склад Калининград;1
20180201;49794;86379;Головной склад;1
20180221;49794;12734;Головной склад;4
20180208;49794;1364181;Склад Екатеринбург;4
20180202;49794;1367280;Склад Екатеринбург;3
20180212;49794;1337106;Склад Якутск;3
20180216;49794;26752;Головной склад;1
20180220;49794;1410581;Склад Владивосток;36
20180220;49794;1202818;Склад Краснодар;33
20180215;49794;92159;Головной склад;1
20180227;49794;103706;Головной склад;3
20180228;49794;106698;Головной склад;1
20180220;49794;1417595;Головной склад;1
20180222;49794;1421539;Головной склад;3
20180221;49794;1421537;Головной склад;3
20180222;49794;1421537;Головной склад;5
20180221;49794;1421540;Головной склад;2
20180222;49794;1421540;Головной склад;3
20180228;49794;1419873;Головной склад;1
20180222;49794;1417594;Головной склад;2
20180207;49794;1421533;Головной склад;3
20180228;49794;1417592;Головной склад;3
20180206;49794;1419875;Головной склад;3
20180222;49794;1419875;Головной склад;2
20180228;49794;81158;Головной склад;4
20180202;49794;107105;Головной склад;4
20180203;49794;107105;Головной склад;5
20180205;49794;122128;Головной склад;3
20180220;49794;115856;Головной склад;1
20180205;49794;1174148;Склад Новосибирск;5
20180221;49794;1174148;Склад Новосибирск;1
20180202;49794;1160124;Склад Новосибирск;4
20180212;49794;1160124;Склад Новосибирск;1
20180221;49794;1160124;Склад Новосибирск;3
20180216;49794;1423049;Головной склад;2
20180227;49794;1307932;Склад Владивосток;4
20180228;49794;1307932;Склад Владивосток;3
20180223;49794;1336236;Склад Владивосток;2
20180222;49794;1420477;Головной склад;3
20180226;49794;1420477;Головной склад;3
20180208;49794;1416741;Головной склад;5
20180209;49794;32322;Головной склад;3
20180226;49794;82427;Головной склад;5
20180207;49794;101966;Головной склад;1
20180222;49794;1299472;Склад Санкт-Петербург;38
20180220;49794;84875;Головной склад;2
20180216;49794;1360107;Склад Екатеринбург;2
20180224;49794;115023;Головной склад;5
20180210;49794;117505;Головной склад;5
20180226;49794;1430998;Головной склад;2
20180220;49794;1340939;Склад Иркутск;4
20180209;49794;1264505;Склад Казань;2
20180208;49794;1264522;Склад Казань;4
20180216;49794;1264522;Склад Казань;4
20180212;49794;1264506;Склад Казань;4
20180219;49794;1264506;Склад Казань;3
20180227;49794;1264795;Склад Казань;3
20180224;49794;1265579;Склад Киров;28
20180228;49794;1265579;Склад Киров;4
20180228;49794;1334831;Склад Киров;3
20180220;49794;1345101;Склад Киров;2
20180215;49794;1358069;Склад Киров;2
20180226;49794;1358069;Склад Киров;4
20180224;49794;1371313;Склад Киров;2
20180228;49794;1375348;Склад Киров;3
20180227;49794;1415847;Склад Киров;1
20180221;49794;1375384;Склад Краснодар;1
20180205;49794;103873;Головной склад;1
20180214;49794;29810;Головной склад;2
20180227;49794;30357;Головной склад;2
20180224;49794;1429627;Головной склад;5
20180222;49794;86187;Головной склад;4
20180212;49794;1421618;Головной склад;4
20180215;49794;1421618;Головной склад;1
20180215;49794;1383441;Склад Красноярск;2
20180220;49794;1389136;Склад Красноярск;2
20180222;49794;1389136;Склад Красноярск;24
20180201;49794;1389136;Склад Красноярск;1
20180213;49794;1389136;Склад Красноярск;5
20180227;49794;1366111;Склад Красноярск;4
20180222;49794;1389130;Склад Красноярск;4
20180220;49794;1389132;Склад Красноярск;37
20180220;49794;1408262;Склад Красноярск;1
20180219;49794;116042;Головной склад;3
20180207;49794;116041;Головной склад;3
20180220;49794;104467;Головной склад;5
20180221;49794;1392410;Склад Санкт-Петербург;2
20180213;49794;1400367;Склад Санкт-Петербург;1
20180212;49794;1414991;Склад Барнаул;45
20180215;49794;1414991;Склад Барнаул;1
20180216;49794;1393240;Склад Мурманск;2
20180201;49794;1193026;Склад Мурманск;3
20180227;49794;88915;Головной склад;1
20180202;49794;82740;Головной склад;5
20180203;49794;82740;Головной склад;4
20180224;49794;99852;Головной склад;3
20180206;49794;1354101;Склад Санкт-Петербург;5
20180215;49794;1248544;Склад Краснодар;3
20180206;49794;1412990;Склад Краснодар;1
20180209;49794;1412990;Склад Краснодар;5
20180221;49794;1412990;Склад Краснодар;5
20180207;49794;1413001;Склад Краснодар;5
20180207;49794;1413019;Склад Краснодар;27
20180206;49794;1413032;Склад Краснодар;4
20180219;49794;1413034;Склад Краснодар;4
20180226;49794;90394;Головной склад;1
20180228;49794;1285799;Склад Хабаровск;2
20180219;49794;1414887;Склад Новосибирск;4
20180216;49794;1414888;Склад Новосибирск;4
20180222;49794;1414881;Склад Новосибирск;5
20180219;49794;99229;Головной склад;1
20180216;49794;1434655;Склад Калининград;1
20180211;49794;55286;Головной склад;4
20180217;49794;115003;Головной склад;3
20180212;49794;101824;Головной склад;50
20180213;49794;108004;Головной склад;2
20180212;49794;108002;Головной склад;4
20180213;49794;117248;Головной склад;5
20180206;49794;1396295;Склад Красноярск;2
20180205;49794;120239;Головной склад;5
20180216;49794;120239;Головной склад;15
20180223;49794;1203497;Склад Краснодар;5
20180223;49794;1203497;Склад Краснодар;1
20180221;49794;1357432;Склад Краснодар;4
20180212;49794;1400361;Склад Ставрополь;4
20180212;49794;99136;Головной склад;3
20180227;49794;81432;Головной склад;14
20180226;49794;1337255;Склад Новосибирск;4
20180224;49794;121368;Головной склад;2
20180216;49794;1371674;Склад Калининград;1
20180228;49794;1375860;Склад Калининград;2
20180220;49794;1375863;Склад Калининград;5
20180220;49794;1307108;Склад Калининград;3
20180215;49794;1220313;Склад Красноярск;1
20180228;49794;104232;Головной склад;5
20180222;49794;81140;Головной склад;2
20180228;49794;81140;Головной склад;5
20180203;49794;84038;Головной склад;2
20180228;49794;84038;Головной склад;3
20180223;49794;84038;Головной склад;2
20180221;49794;86458;Головной склад;44
20180228;49794;86458;Головной склад;2
20180213;49794;86458;Головной склад;6751
20180228;49794;88973;Головной склад;5
20180227;49794;88973;Головной склад;4
20180203;49794;89920;Головной склад;5
20180221;49794;89920;Головной склад;1
20180224;49794;89920;Головной склад;5
20180223;49794;77175;Головной склад;44
20180228;49794;77175;Головной склад;3
20180221;49794;90300;Головной склад;2
20180222;49794;96274;Головной склад;2
20180203;49794;96274;Головной склад;3
20180228;49794;96274;Головной склад;22
20180228;49794;97041;Головной склад;3
20180222;49794;97041;Головной склад;4
20180221;49794;100150;Головной склад;1
20180224;49794;105458;Головной склад;1
20180203;49794;106061;Головной склад;3
20180224;49794;116700;Головной склад;2
20180228;49794;120740;Головной склад;1
20180224;49794;49566;Головной склад;1
20180228;49794;121183;Головной склад;1
20180228;49794;72681;Головной склад;2
20180221;49794;103581;Головной склад;1
20180228;49794;103581;Головной склад;3
20180224;49794;103584;Головной склад;5
20180203;49794;116342;Головной склад;4
20180224;49794;116343;Головной склад;3
20180222;49794;116344;Головной склад;3
20180221;49794;120836;Головной склад;5
20180221;49794;105107;Головной склад;42
20180219;49794;1435278;Головной склад;5
20180214;49794;1419958;Склад Ставрополь;2
20180221;49794;1419958;Склад Ставрополь;5
20180213;49794;1394271;Склад Самара;4
20180206;49794;116632;Головной склад;4
20180208;49794;48262;Головной склад;4
20180219;49794;48262;Головной склад;2
20180226;49794;1394281;Склад Самара;2
20180228;49794;1341451;Склад Краснодар;2
20180228;49794;1391520;Склад Краснодар;2
20180226;49794;1405482;Склад Краснодар;45
20180226;49794;1395229;Склад Краснодар;1
20180221;49794;1313292;Склад Краснодар;3
20180209;49794;1385212;Склад Калининград;1
20180219;49794;1366931;Склад Калининград;3
20180228;49794;1421486;Головной склад;2
20180222;49794;1421467;Головной склад;2
20180228;49794;1420111;Склад Калининград;1
20180220;49794;1421459;Головной склад;2
20180228;49794;85404;Головной склад;3
20180222;49794;1363014;Склад Новосибирск;1
20180206;49794;1364599;Склад Новосибирск;4
20180227;49794;1363631;Склад Новосибирск;2
20180228;49794;1394544;Склад Самара;4
20180227;49794;1394544;Склад Самара;13
20180220;49794;125211;Головной склад;2
20180214;49794;1277380;Склад Санкт-Петербург;3
20180221;49794;1390520;Склад Санкт-Петербург;3
20180227;49794;1308034;Склад Санкт-Петербург;4
20180201;49794;95349;Головной склад;5
20180219;49794;1435309;Головной склад;3
20180219;49794;1435313;Головной склад;1
20180228;49794;1435510;Головной склад;23
20180216;49794;115714;Головной склад;4
20180213;49794;1437286;Головной склад;2
20180219;49794;1358410;Склад Ярославль;2
20180220;49794;1354074;Склад Хабаровск;1
20180222;49794;1272003;Склад Владивосток;44
20180210;49794;1401771;Склад Хабаровск;3
20180216;49794;114913;Головной склад;5
20180228;49794;114913;Головной склад;5
20180220;49794;1415763;Склад Краснодар;1
20180219;49794;1413249;Склад Краснодар;1
20180219;49794;1413293;Склад Краснодар;2
20180221;49794;1416331;Склад Краснодар;3
20180215;49794;1418615;Склад Ставрополь;12
20180215;49794;1272989;Склад Ставрополь;5
20180219;49794;1438554;Головной склад;1
20180214;49794;97361;Головной склад;24
20180206;49794;115306;Головной склад;3
20180219;49794;122273;Головной склад;2
20180226;49794;122273;Головной склад;2
20180213;49794;117012;Головной склад;23
20180212;49794;1407978;Склад Якутск;3
20180213;49794;83996;Головной склад;5
20180219;49794;63587;Головной склад;3
20180214;49794;125751;Головной склад;3
20180228;49794;1356304;Склад Новосибирск;5
20180212;49794;1265024;Склад Красноярск;4
20180220;49794;1342093;Склад Курск;2
20180226;49794;105054;Головной склад;3
20180212;49794;104132;Головной склад;4
20180222;49794;1433747;Склад Краснодар;36
20180226;49794;1424315;Склад Краснодар;2
20180228;49794;1433748;Склад Краснодар;3
20180207;49794;1134547;Склад Самара;1
20180202;49794;113960;Головной склад;5
20180213;49794;99330;Головной склад;1
20180220;49794;1363807;Склад Барнаул;3
20180215;49794;1337259;Склад Новосибирск;1
20180208;49794;1253905;Склад Барнаул;4
20180203;49794;1435375;Головной склад;4
20180215;49794;1435375;Головной склад;3
20180203;49794;1435374;Головной склад;3
20180221;49794;1344215;Склад Новосибирск;4
20180226;49794;1420805;Склад Курск;43
20180222;49794;1433405;Склад Курск;4
20180207;49794;1425380;Склад Курск;3
20180226;49794;1425380;Склад Курск;2
20180228;49794;1425380;Склад Курск;4
20180214;49794;1425380;Склад Курск;2
20180215;49794;1258999;Склад Курск;1
20180220;49794;1258999;Склад Курск;5
20180221;49794;1258999;Склад Курск;3
20180205;49794;1258999;Склад Курск;1
20180213;49794;1370848;Склад Курск;3
20180219;49794;1440691;Склад Курск;1
20180220;49794;1440690;Склад Курск;2
20180219;49794;126548;Головной склад;1
20180212;49794;105727;Головной склад;4
20180217;49794;1280444;Склад Новосибирск;4
20180221;49794;108423;Головной склад;4
20180202;49794;87334;Головной склад;3
20180209;49794;115303;Головной склад;1
20180227;49794;115303;Головной склад;4
20180219;49794;86152;Головной склад;3
20180227;49794;1396281;Склад Красноярск;5
20180214;49794;1253649;Склад Барнаул;5
20180226;49794;1436300;Головной склад;2
20180227;49794;1436306;Головной склад;1
20180202;49794;1436305;Головной склад;2
20180217;49794;1436305;Головной склад;2
20180212;49794;1436279;Головной склад;16
20180227;49794;1436279;Головной склад;4
20180212;49794;1436291;Головной склад;2
20180203;49794;1436283;Головной склад;2
20180217;49794;1436283;Головной склад;5
20180227;49794;1436283;Головной склад;27
20180201;49794;1436301;Головной склад;1
20180207;49794;1436301;Головной склад;48
20180214;49794;1436301;Головной склад;14
20180216;49794;1436286;Головной склад;28
20180217;49794;1436286;Головной склад;2
20180221;49794;1436286;Головной склад;5
20180226;49794;1436286;Головной склад;2
20180209;49794;1436284;Головной склад;2
20180222;49794;1436284;Головной склад;2
20180214;49794;1436284;Головной склад;2
20180208;49794;1436297;Головной склад;3
20180209;49794;1436297;Головной склад;2
20180212;49794;1436297;Головной склад;5
20180219;49794;1436278;Головной склад;5
20180205;49794;1436295;Головной склад;1
20180228;49794;1422664;Головной склад;1
20180221;49794;1422665;Головной склад;4
20180208;49794;29453;Головной склад;5
20180215;49794;103218;Головной склад;1
20180203;49794;120245;Головной склад;2
20180213;49794;105843;Головной склад;1
20180219;49794;105843;Головной склад;16
20180219;49794;1297733;Склад Екатеринбург;5
20180216;49794;1309329;Склад Владивосток;5
20180225;49794;1383619;Склад Красноярск;2
20180216;49794;1291098;Склад Екатеринбург;2
20180217;49794;1291047;Склад Екатеринбург;2
20180216;49794;1357562;Склад Екатеринбург;19
20180216;49794;1378823;Склад Екатеринбург;2
20180217;49794;1291049;Склад Екатеринбург;5
20180217;49794;1290988;Склад Екатеринбург;4
20180217;49794;1346302;Склад Екатеринбург;5
20180216;49794;1290976;Склад Екатеринбург;4
20180216;49794;1290972;Склад Екатеринбург;1
20180216;49794;1290984;Склад Екатеринбург;4
20180216;49794;1290999;Склад Екатеринбург;5
20180216;49794;1291445;Склад Екатеринбург;27
20180216;49794;1291371;Склад Екатеринбург;30
20180216;49794;1291416;Склад Екатеринбург;5
20180216;49794;1291432;Склад Екатеринбург;1
20180216;49794;1291428;Склад Екатеринбург;5
20180216;49794;1291350;Склад Екатеринбург;2
20180216;49794;1291349;Склад Екатеринбург;3
20180216;49794;1291348;Склад Екатеринбург;2
20180217;49794;1375529;Склад Екатеринбург;2
20180217;49794;1291493;Склад Екатеринбург;3
20180216;49794;1291433;Склад Екатеринбург;4
20180216;49794;1291362;Склад Екатеринбург;1
20180216;49794;1291283;Склад Екатеринбург;5
20180216;49794;1341638;Склад Екатеринбург;5
20180216;49794;1291397;Склад Екатеринбург;4
20180216;49794;1291460;Склад Екатеринбург;28
20180216;49794;1291070;Склад Екатеринбург;4
20180216;49794;1292993;Склад Екатеринбург;3
20180228;49794;1439855;Склад Екатеринбург;5
20180216;49794;1291278;Склад Екатеринбург;5
20180217;49794;1291272;Склад Екатеринбург;2
20180216;49794;1375854;Склад Екатеринбург;1
20180216;49794;1395281;Склад Екатеринбург;5
20180216;49794;1395280;Склад Екатеринбург;2
20180216;49794;1291076;Склад Екатеринбург;3
20180216;49794;1306892;Склад Екатеринбург;1
20180219;49794;1413482;Склад Краснодар;2
20180212;49794;102044;Головной склад;3
20180221;49794;102044;Головной склад;5
20180212;49794;117316;Головной склад;4
20180202;49794;126228;Головной склад;3
20180216;49794;1306219;Склад Ярославль;1
20180214;49794;1415007;Склад Новосибирск;5
20180217;49794;1415007;Склад Новосибирск;2
20180228;49794;1415007;Склад Новосибирск;5
20180221;49794;1415018;Склад Новосибирск;3
20180216;49794;1415012;Склад Новосибирск;2
20180227;49794;123660;Головной склад;5
20180214;49794;1437333;Головной склад;4
20180220;49794;1396702;Склад Самара;5
20180213;49794;1396730;Склад Самара;4
20180213;49794;1396752;Склад Самара;2
20180201;49794;1396712;Склад Самара;4
20180205;49794;1396746;Склад Самара;2
20180220;49794;1396738;Склад Самара;5
20180220;49794;1396745;Склад Самара;3
20180207;49794;1396756;Склад Самара;5
20180208;49794;1396757;Склад Самара;5
20180214;49794;1396721;Склад Самара;4
20180213;49794;1396723;Склад Самара;4
20180227;49794;1396723;Склад Самара;5
20180222;49794;1427722;Склад Астрахань;4
20180215;49794;1409844;Склад Самара;1
20180219;49794;1392637;Склад Санкт-Петербург;4
20180221;49794;1392637;Склад Санкт-Петербург;4
20180222;49794;1392637;Склад Санкт-Петербург;4
20180219;49794;1392637;Склад Санкт-Петербург;1
20180221;49794;1392637;Склад Санкт-Петербург;1
20180222;49794;1430008;Склад Красноярск;4
20180219;49794;86012;Головной склад;5
20180201;49794;113982;Головной склад;11
20180226;49794;47598;Головной склад;2
20180227;49794;47598;Головной склад;3
20180219;49794;1419120;Склад Краснодар;3
20180219;49794;1387009;Склад Краснодар;5
20180226;49794;1386832;Склад Краснодар;14
20180219;49794;1166290;Склад Владивосток;5
20180212;49794;113872;Головной склад;1
20180220;49794;1370817;Склад Владивосток;5
20180228;49794;1370817;Склад Владивосток;1
20180203;49794;121812;Головной склад;4
20180212;49794;121812;Головной склад;1
20180219;49794;85631;Головной склад;46
20180217;49794;97243;Головной склад;4
20180220;49794;1297448;Склад Калининград;1
20180222;49794;1268913;Склад Калининград;4
20180216;49794;1268912;Склад Калининград;4
20180214;49794;101529;Головной склад;1
20180228;49794;102022;Головной склад;5
20180220;49794;107394;Головной склад;2
20180228;49794;107395;Головной склад;2020
20180228;49794;118881;Головной склад;45
20180221;49794;101521;Головной склад;1
20180220;49794;101522;Головной склад;2
20180215;49794;96396;Головной склад;3
20180227;49794;97432;Головной склад;34
20180228;49794;1438742;Головной склад;2
20180227;49794;99329;Головной склад;5
20180216;49794;73880;Головной склад;1
20180228;49794;1259366;Склад Калининград;2
20180217;49794;1390547;Склад Владивосток;5
20180221;49794;1390547;Склад Владивосток;5
20180228;49794;1390547;Склад Владивосток;2
20180219;49794;1299995;Склад Владивосток;2
20180228;49794;92251;Головной склад;2
20180216;49794;1356381;Склад Новосибирск;2
20180226;49794;1417824;Головной склад;2
20180228;49794;1512;Склад Хабаровск;1
20180213;49794;116289;Головной склад;3
20180228;49794;82014;Головной склад;4
20180215;49794;1419415;Склад Краснодар;1
20180226;49794;1419290;Склад Краснодар;5
20180226;49794;1419436;Склад Краснодар;3
20180227;49794;1419436;Склад Краснодар;3
20180208;49794;1419449;Склад Краснодар;47
20180212;49794;1419449;Склад Краснодар;5
20180207;49794;1413419;Склад Краснодар;2
20180213;49794;1413419;Склад Краснодар;1
20180214;49794;117453;Головной склад;3
20180212;49794;13454;Головной склад;20
20180213;49794;47415;Головной склад;30
20180213;49794;1414995;Склад Новосибирск;2
20180219;49794;1414995;Склад Новосибирск;1
20180219;49794;1415002;Склад Новосибирск;5
20180215;49794;1415000;Склад Новосибирск;2
20180227;49794;1414980;Склад Новосибирск;4
20180219;49794;1414982;Склад Новосибирск;1
20180213;49794;1414994;Склад Новосибирск;1
20180221;49794;1409604;Склад Омск;2
20180216;49794;1414592;Склад Омск;4
20180208;49794;1415016;Склад Екатеринбург;5
20180213;49794;106388;Головной склад;3
20180221;49794;27659;Головной склад;4
20180226;49794;1408172;Склад Новосибирск;1
20180215;49794;4629;Склад Краснодар;1
20180214;49794;1199954;Склад Самара;50
20180215;49794;1199954;Склад Самара;2
20180215;49794;60231;Головной склад;3
20180220;49794;60231;Головной склад;5
20180209;49794;108116;Головной склад;3
20180202;49794;1239457;Склад Сургут;5
20180207;49794;1270065;Склад Мурманск;20
20180206;49794;1193035;Склад Мурманск;1
20180216;49794;1193033;Склад Мурманск;4
20180201;49794;92051;Головной склад;1
20180212;49794;1284792;Склад Хабаровск;4
20180208;49794;771;Склад Сургут;1
20180226;49794;1413454;Склад Краснодар;5
20180201;49794;1413456;Склад Краснодар;3
20180228;49794;1396764;Склад Самара;1
20180202;49794;1409175;Склад Самара;2
20180221;49794;1409181;Склад Самара;2
20180212;49794;1409177;Склад Самара;1
20180226;49794;1409177;Склад Самара;29
20180213;49794;1409246;Склад Самара;35
20180209;49794;1408755;Склад Самара;5
20180213;49794;1396762;Склад Самара;1
20180214;49794;1396766;Склад Самара;5
